,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,PERIODE_FACTURATION,DAILY_CONSUM,NB_INVOICES_SITE
35975,0453BB,2018-01-09,2018-09-30,3065,"396,14",264,11.609848484848484,35
35976,0453BB,2018-01-10,2018-10-31,3146,"406,56",294,10.700680272108844,35
35977,0453BB,2018-01-11,2018-11-30,3008,"388,96",323,9.312693498452012,35
35978,0453BB,2018-01-12,2018-12-31,3103,"400,68",353,8.790368271954675,35
35979,0453BB,2019-01-01,2019-01-31,3120,"383,81",30,104.0,35
35980,0453BB,2019-01-02,2019-02-28,2796,"345,14",57,49.05263157894737,35
35981,0453BB,2019-01-03,2019-03-31,3090,"380,77",87,35.51724137931034,35
35982,0453BB,2019-01-04,2019-04-30,3007,"370,66",116,25.92241379310345,35
35983,0453BB,2019-01-05,2019-05-31,3113,"382,95",146,21.32191780821918,35
35984,0453BB,2019-01-06,2019-06-30,3196,"393,80",175,18.262857142857143,35
35985,0453BB,2019-01-07,2019-07-31,3281,"403,85",205,16.004878048780487,35
35986,0453BB,2019-01-08,2019-08-31,3290,"404,66",235,14.0,35
35987,0453BB,2019-01-09,2019-09-30,3124,"384,65",264,11.833333333333334,35
35988,0453BB,2019-01-10,2019-10-31,3260,"400,73",294,11.08843537414966,35
35989,0453BB,2019-01-11,2019-11-30,3293,"404,74",323,10.195046439628483,35
35990,0453BB,2019-01-12,2019-12-31,3406,"418,03",353,9.648725212464589,35
35991,0453BB,2020-01-01,2020-01-31,3407,"510,86",30,113.56666666666666,35
35992,0453BB,2020-01-02,2020-02-29,3184,"478,97",58,54.89655172413793,35
35993,0453BB,2020-01-03,2020-03-31,3399,"511,02",88,38.625,35
35994,0453BB,2020-01-04,2020-04-30,3321,"497,87",117,28.384615384615383,35
35995,0453BB,2020-01-05,2020-05-31,3447,"516,25",147,23.448979591836736,35
35996,0453BB,2020-01-06,2020-06-30,3357,"502,98",176,19.073863636363637,35
35997,0453BB,2020-01-07,2020-07-31,3467,"518,15",206,16.83009708737864,35
35998,0453BB,2020-01-08,2020-08-31,3504,"523,86",236,14.847457627118644,35
35999,0453BB,2020-01-09,2020-09-30,3352,"501,66",265,12.649056603773586,35
36000,0453BB,2020-01-10,2020-10-31,3442,"514,27",295,11.667796610169491,35
36001,0453BB,2020-01-11,2020-11-30,3312,"457,42",324,10.222222222222221,35
36002,0636BR,2018-01-01,2018-12-31,4281,"513,62",364,11.760989010989011,2
36003,0636BR,2019-01-01,2019-12-31,5348,"614,06",364,14.692307692307692,2
36004,0635BR,2018-01-01,2018-12-31,4106,"722,08",364,11.280219780219781,14
36005,0635BR,2018-01-01,2018-03-31,688,"219,23",89,7.730337078651686,14
36006,0635BR,2018-01-04,2018-06-30,649,"217,22",177,3.6666666666666665,14
36007,0635BR,2018-01-07,2018-09-30,619,"213,41",266,2.327067669172932,14
36008,0635BR,2018-01-10,2018-12-31,692,"222,79",355,1.9492957746478874,14
36009,0635BR,2019-01-01,2019-12-31,4106,"799,68",364,11.280219780219781,14
36010,0635BR,2019-01-01,2019-03-31,735,"242,17",89,8.258426966292134,14
36011,0635BR,2019-01-04,2019-06-30,699,"236,86",177,3.9491525423728815,14
36012,0635BR,2019-01-07,2019-09-30,656,"230,52",266,2.4661654135338344,14
36013,0635BR,2019-01-10,2019-12-31,1001,"281,37",355,2.8197183098591547,14
36014,0635BR,2020-01-01,2020-10-31,3431,"670,42",304,11.286184210526315,14
36015,0635BR,2020-01-01,2020-03-31,1136,"302,14",90,12.622222222222222,14
36016,0635BR,2020-01-04,2020-06-30,1050,"281,20",178,5.898876404494382,14
36017,0635BR,2020-01-07,2020-09-30,1066,"289,54",267,3.99250936329588,14
36018,0638BR,2018-01-01,2018-12-31,10232,"1 144,55",364,28.10989010989011,2
36019,0638BR,2019-01-01,2019-12-31,11139,"1 290,34",364,30.60164835164835,2
36020,0641BR,2018-01-01,2018-12-31,2683,"534,15",364,7.3708791208791204,2
36021,0641BR,2019-01-01,2019-12-31,3155,"576,95",364,8.667582417582418,2
36022,0316BB,2018-01-01,2018-12-31,52607,"6 906,54",364,144.52472527472528,24
36023,0316BB,2019-01-01,2019-01-31,3390,"431,94",30,113.0,24
36024,0316BB,2019-01-02,2019-02-28,3089,"382,17",57,54.19298245614035,24
36025,0316BB,2019-01-03,2019-03-31,3470,"428,40",87,39.88505747126437,24
36026,0316BB,2019-01-04,2019-04-30,3381,"417,31",116,29.146551724137932,24
36027,0316BB,2019-01-05,2019-05-31,3952,"485,53",146,27.068493150684933,24
36028,0316BB,2019-01-06,2019-06-30,4528,"557,10",175,25.874285714285715,24
36029,0316BB,2019-01-07,2019-07-31,4622,"568,02",205,22.546341463414635,24
36030,0316BB,2019-01-08,2019-08-31,4702,"577,83",235,20.00851063829787,24
36031,0316BB,2019-01-09,2019-09-30,4402,"540,42",264,16.674242424242426,24
36032,0316BB,2019-01-10,2019-10-31,4491,"550,16",294,15.275510204081632,24
36033,0316BB,2019-01-11,2019-11-30,4291,"525,66",323,13.284829721362229,24
36034,0316BB,2019-01-12,2019-12-31,4624,"565,34",353,13.09915014164306,24
36035,0316BB,2020-01-01,2020-01-31,4737,"667,23",30,157.9,24
36036,0316BB,2020-01-02,2020-02-29,4188,"591,69",58,72.20689655172414,24
36037,0316BB,2020-01-03,2020-03-31,4446,"628,28",88,50.52272727272727,24
36038,0316BB,2020-01-04,2020-04-30,4316,"608,97",117,36.888888888888886,24
36039,0316BB,2020-01-05,2020-05-31,4477,"631,12",147,30.45578231292517,24
36040,0316BB,2020-01-06,2020-06-30,4473,"631,23",176,25.414772727272727,24
36041,0316BB,2020-01-07,2020-07-31,4675,"659,82",206,22.694174757281555,24
36042,0316BB,2020-01-08,2020-08-31,4637,"654,75",236,19.64830508474576,24
36043,0316BB,2020-01-09,2020-09-30,4367,"617,64",265,16.47924528301887,24
36044,0316BB,2020-01-10,2020-10-31,4366,"615,01",295,14.8,24
36045,0316BB,2020-01-11,2020-11-30,4209,"580,92",324,12.99074074074074,24
36046,1152BR,2018-01-01,2018-01-31,1350,"152,84",30,45.0,35
36047,1152BR,2018-01-02,2018-02-28,1332,"150,69",57,23.36842105263158,35
36048,1152BR,2018-01-03,2018-03-31,1421,"158,82",87,16.333333333333332,35
36049,1152BR,2018-01-04,2018-04-30,1357,"153,14",116,11.698275862068966,35
36050,1152BR,2018-01-05,2018-05-31,1445,"160,62",146,9.897260273972602,35
36051,1152BR,2018-01-06,2018-06-30,1421,"158,26",175,8.12,35
36052,1152BR,2018-01-07,2018-07-31,1487,"164,10",205,7.253658536585366,35
36053,1152BR,2018-01-08,2018-08-31,1548,"168,21",235,6.587234042553192,35
36054,1152BR,2018-01-09,2018-09-30,1386,"156,58",264,5.25,35
36055,1152BR,2018-01-10,2018-10-31,1400,"158,06",294,4.761904761904762,35
36056,1152BR,2018-01-11,2018-11-30,1352,"153,70",323,4.185758513931889,35
36057,1152BR,2018-01-12,2018-12-31,1435,"160,94",353,4.065155807365439,35
36058,1152BR,2019-01-01,2019-01-31,1521,"164,88",30,50.7,35
36059,1152BR,2019-01-02,2019-02-28,1287,"144,82",57,22.57894736842105,35
36060,1152BR,2019-01-03,2019-03-31,1378,"152,96",87,15.839080459770114,35
36061,1152BR,2019-01-04,2019-04-30,1341,"149,66",116,11.560344827586206,35
36062,1152BR,2019-01-05,2019-05-31,1394,"154,29",146,9.547945205479452,35
36063,1152BR,2019-01-06,2019-06-30,1485,"161,00",175,8.485714285714286,35
36064,1152BR,2019-01-07,2019-07-31,1521,"164,23",205,7.419512195121952,35
36065,1152BR,2019-01-08,2019-08-31,1522,"164,21",235,6.476595744680851,35
36066,1152BR,2019-01-09,2019-09-30,1381,"152,94",264,5.231060606060606,35
36067,1152BR,2019-01-10,2019-10-31,1406,"155,21",294,4.782312925170068,35
36068,1152BR,2019-01-11,2019-11-30,1341,"149,56",323,4.151702786377709,35
36069,1152BR,2019-01-12,2019-12-31,1437,"157,71",353,4.070821529745042,35
36070,1152BR,2020-01-01,2020-01-31,1468,"189,78",30,48.93333333333333,35
36071,1152BR,2020-01-02,2020-02-29,1343,"176,30",58,23.155172413793103,35
36072,1152BR,2020-01-03,2020-03-31,1445,"186,32",88,16.420454545454547,35
36073,1152BR,2020-01-04,2020-04-30,1400,"181,49",117,11.965811965811966,35
36074,1152BR,2020-01-05,2020-05-31,1454,"187,22",147,9.891156462585034,35
36075,1152BR,2020-01-06,2020-06-30,1441,"185,66",176,8.1875,35
36076,1152BR,2020-01-07,2020-07-31,1538,"195,40",206,7.466019417475728,35
36077,1152BR,2020-01-08,2020-08-31,1559,"197,40",236,6.6059322033898304,35
36078,1152BR,2020-01-09,2020-09-30,1430,"184,43",265,5.39622641509434,35
36079,1152BR,2020-01-10,2020-10-31,1433,"185,01",295,4.857627118644068,35
36080,1152BR,2020-01-11,2020-11-30,1569,"198,76",324,4.842592592592593,35
36081,1167BR,2018-01-01,2018-01-31,2101,"368,60",30,70.03333333333333,34
36082,1167BR,2018-01-02,2018-02-28,2103,"368,95",57,36.89473684210526,34
36083,1167BR,2018-01-03,2018-03-31,2515,"441,23",87,28.908045977011493,34
36084,1167BR,2018-01-04,2018-04-30,2086,"365,96",116,17.982758620689655,34
36085,1167BR,2018-01-05,2018-05-31,2272,"398,60",146,15.561643835616438,34
36086,1167BR,2018-01-06,2018-06-30,2374,"416,50",175,13.565714285714286,34
36087,1167BR,2018-01-07,2018-07-31,2322,"407,38",205,11.326829268292682,34
36088,1167BR,2018-01-08,2018-08-31,2579,"452,46",235,10.974468085106382,34
36089,1167BR,2018-01-09,2018-09-30,2089,"366,49",264,7.912878787878788,34
36090,1167BR,2018-02-10,2018-10-31,2229,"391,06",263,8.475285171102662,34
36091,1167BR,2018-01-11,2018-11-30,2439,"427,90",323,7.5510835913312695,34
36092,1167BR,2018-01-12,2018-12-31,2288,"401,41",353,6.481586402266289,34
36093,1167BR,2019-01-01,2019-01-31,2059,"361,24",30,68.63333333333334,34
36094,1167BR,2019-01-02,2019-02-28,2116,"371,23",57,37.12280701754386,34
36095,1167BR,2019-01-03,2019-03-31,2261,"396,67",87,25.988505747126435,34
36096,1167BR,2019-01-04,2019-04-30,2127,"373,16",116,18.336206896551722,34
36097,1167BR,2019-01-05,2019-05-31,2306,"404,57",146,15.794520547945206,34
36098,1167BR,2019-01-06,2019-06-30,1926,"337,90",175,11.005714285714285,34
36099,1167BR,2019-01-07,2019-07-31,2723,"477,72",205,13.282926829268293,34
36100,1167BR,2019-01-08,2019-08-31,2189,"384,04",235,9.314893617021276,34
36101,1167BR,2019-01-09,2019-09-30,2577,"452,11",264,9.761363636363637,34
36102,1167BR,2019-01-10,2019-10-31,2178,"382,10",294,7.408163265306122,34
36103,1167BR,2019-01-11,2019-11-30,2241,"393,16",323,6.938080495356037,34
36104,1167BR,2019-01-12,2019-12-31,2407,"351,90",353,6.818696883852692,34
36105,1167BR,2020-01-01,2020-01-31,2407,"351,90",30,80.23333333333333,34
36106,1167BR,2020-01-02,2020-02-29,2026,"296,20",58,34.93103448275862,34
36107,1167BR,2020-01-03,2020-03-31,2355,"344,30",88,26.761363636363637,34
36108,1167BR,2020-01-04,2020-04-30,2335,"341,38",117,19.957264957264957,34
36109,1167BR,2020-01-05,2020-05-31,2952,"431,58",147,20.081632653061224,34
36110,1167BR,2020-01-06,2020-06-30,2472,"361,41",176,14.045454545454545,34
36111,1167BR,2020-01-07,2020-08-31,5732,"838,02",237,24.185654008438817,34
36112,1167BR,2020-01-09,2020-09-30,3024,"442,11",265,11.41132075471698,34
36113,1167BR,2020-01-10,2020-10-31,2834,"414,33",295,9.60677966101695,34
36114,1167BR,2020-01-11,2020-11-30,2730,"399,13",324,8.425925925925926,34
36115,1156BR,2018-01-01,2018-01-31,3829,"377,78",30,127.63333333333334,35
36116,1156BR,2018-01-02,2018-02-28,3505,"348,86",57,61.49122807017544,35
36117,1156BR,2018-01-03,2018-03-31,3840,"378,56",87,44.13793103448276,35
36118,1156BR,2018-01-04,2018-04-30,3824,"374,12",116,32.96551724137931,35
36119,1156BR,2018-01-05,2018-05-31,4060,"393,06",146,27.80821917808219,35
36120,1156BR,2018-01-06,2018-06-30,4011,"387,55",175,22.92,35
36121,1156BR,2018-01-07,2018-07-31,4170,"518,51",205,20.341463414634145,35
36122,1156BR,2018-01-08,2018-08-31,4159,"532,96",235,17.697872340425533,35
36123,1156BR,2018-01-09,2018-09-30,3947,"423,63",264,14.950757575757576,35
36124,1156BR,2018-01-10,2018-10-31,3968,"390,91",294,13.496598639455783,35
36125,1156BR,2018-01-11,2018-11-30,3844,"381,09",323,11.90092879256966,35
36126,1156BR,2018-01-12,2018-12-31,3889,"385,94",353,11.01699716713881,35
36127,1156BR,2019-01-01,2019-01-31,3902,"378,72",30,130.06666666666666,35
36128,1156BR,2019-01-02,2019-02-28,3493,"342,65",57,61.280701754385966,35
36129,1156BR,2019-01-03,2019-03-31,3852,"373,79",87,44.275862068965516,35
36130,1156BR,2019-01-04,2019-04-30,3765,"365,13",116,32.456896551724135,35
36131,1156BR,2019-01-05,2019-05-31,3901,"376,97",146,26.71917808219178,35
36132,1156BR,2019-01-06,2019-06-30,4133,"390,73",175,23.617142857142856,35
36133,1156BR,2019-01-07,2019-07-31,4237,"400,07",205,20.66829268292683,35
36134,1156BR,2019-01-08,2019-08-31,4258,"401,68",235,18.119148936170212,35
36135,1156BR,2019-01-09,2019-09-30,3788,"438,01",264,14.348484848484848,35
36136,1156BR,2019-01-10,2019-10-31,4414,"415,88",294,15.013605442176871,35
36137,1156BR,2019-01-11,2019-11-30,4123,"390,60",323,12.764705882352942,35
36138,1156BR,2019-01-12,2019-12-31,4079,"536,28",353,11.555240793201133,35
36139,1156BR,2020-01-01,2020-01-31,4137,"475,05",30,137.9,35
36140,1156BR,2020-01-02,2020-02-29,3835,"443,07",58,66.12068965517241,35
36141,1156BR,2020-01-03,2020-03-31,4146,"473,41",88,47.11363636363637,35
36142,1156BR,2020-01-04,2020-04-30,4028,"460,79",117,34.427350427350426,35
36143,1156BR,2020-01-05,2020-05-31,4125,"470,97",147,28.06122448979592,35
36144,1156BR,2020-01-06,2020-06-30,4066,"464,40",176,23.102272727272727,35
36145,1156BR,2020-01-07,2020-07-31,4262,"484,65",206,20.689320388349515,35
36146,1156BR,2020-01-08,2020-08-31,4300,"609,86",236,18.220338983050848,35
36147,1156BR,2020-01-09,2020-09-30,4050,"462,79",265,15.283018867924529,35
36148,1156BR,2020-01-10,2020-10-31,4123,"470,94",295,13.976271186440679,35
36149,1156BR,2020-01-11,2020-11-30,3951,"452,88",324,12.194444444444445,35
36150,1172BR,2018-01-01,2018-01-31,2457,"263,18",30,81.9,35
36151,1172BR,2018-01-02,2018-02-28,2287,"245,57",57,40.12280701754386,35
36152,1172BR,2018-01-03,2018-03-31,2496,"267,22",87,28.689655172413794,35
36153,1172BR,2018-01-04,2018-04-30,2416,"258,93",116,20.82758620689655,35
36154,1172BR,2018-01-05,2018-05-31,2537,"271,47",146,17.376712328767123,35
36155,1172BR,2018-01-06,2018-06-30,2476,"271,59",175,14.148571428571428,35
36156,1172BR,2018-01-07,2018-07-31,2551,"279,71",205,12.44390243902439,35
36157,1172BR,2018-01-08,2018-08-31,2576,"282,23",235,10.961702127659574,35
36158,1172BR,2018-01-09,2018-09-30,2431,"268,84",264,9.208333333333334,35
36159,1172BR,2018-01-10,2018-10-31,2469,"273,03",294,8.39795918367347,35
36160,1172BR,2018-01-11,2018-11-30,2383,"263,83",323,7.377708978328173,35
36161,1172BR,2018-01-12,2018-12-31,2462,"272,27",353,6.974504249291785,35
36162,1172BR,2019-01-01,2019-01-31,2511,"270,74",30,83.7,35
36163,1172BR,2019-01-02,2019-02-28,2232,"241,74",57,39.1578947368421,35
36164,1172BR,2019-01-03,2019-03-31,2478,"267,36",87,28.482758620689655,35
36165,1172BR,2019-01-04,2019-04-30,2426,"261,91",116,20.913793103448278,35
36166,1172BR,2019-01-05,2019-05-31,2518,"271,46",146,17.246575342465754,35
36167,1172BR,2019-01-06,2019-06-30,2557,"275,20",175,14.611428571428572,35
36168,1172BR,2019-01-07,2019-07-31,2614,"281,23",205,12.751219512195123,35
36169,1172BR,2019-01-08,2019-08-31,2620,"281,80",235,11.148936170212766,35
36170,1172BR,2019-01-09,2019-09-30,2638,"283,55",264,9.992424242424242,35
36171,1172BR,2019-01-10,2019-10-31,3076,"328,39",294,10.462585034013605,35
36172,1172BR,2019-01-11,2019-11-30,2710,"290,19",323,8.390092879256965,35
36173,1172BR,2019-01-12,2019-12-31,2760,"295,40",353,7.818696883852692,35
36174,1172BR,2020-01-01,2020-01-31,2758,"351,63",30,91.93333333333334,35
36175,1172BR,2020-01-02,2020-02-29,2619,"334,29",58,45.1551724137931,35
36176,1172BR,2020-01-03,2020-03-31,2783,"352,93",88,31.625,35
36177,1172BR,2020-01-04,2020-04-30,2805,"355,53",117,23.974358974358974,35
36178,1172BR,2020-01-05,2020-05-31,2903,"367,69",147,19.74829931972789,35
36179,1172BR,2020-01-06,2020-06-30,2849,"360,98",176,16.1875,35
36180,1172BR,2020-01-07,2020-07-31,2997,"379,18",206,14.548543689320388,35
36181,1172BR,2020-01-08,2020-08-31,3033,"383,54",236,12.851694915254237,35
36182,1172BR,2020-01-09,2020-09-30,2910,"368,34",265,10.981132075471699,35
36183,1172BR,2020-01-10,2020-10-31,2979,"376,89",295,10.098305084745762,35
36184,1172BR,2020-01-11,2020-11-30,2860,"353,63",324,8.82716049382716,35
36185,1177BR,2018-01-01,2018-01-31,2678,"291,81",30,89.26666666666667,35
36186,1177BR,2018-01-02,2018-02-28,2448,"267,40",57,42.94736842105263,35
36187,1177BR,2018-01-03,2018-03-31,2602,"283,85",87,29.908045977011493,35
36188,1177BR,2018-01-04,2018-04-30,2316,"253,98",116,19.96551724137931,35
36189,1177BR,2018-01-05,2018-05-31,2405,"263,32",146,16.472602739726028,35
36190,1177BR,2018-01-06,2018-06-30,2355,"257,94",175,13.457142857142857,35
36191,1177BR,2018-01-07,2018-07-31,2463,"269,44",205,12.014634146341463,35
36192,1177BR,2018-01-08,2018-08-31,2491,"272,29",235,10.6,35
36193,1177BR,2018-01-09,2018-09-30,2344,"258,68",264,8.878787878787879,35
36194,1177BR,2018-01-10,2018-10-31,2393,"263,95",294,8.139455782312925,35
36195,1177BR,2018-01-11,2018-11-30,2462,"270,97",323,7.622291021671827,35
36196,1177BR,2018-01-12,2018-12-31,2730,"299,16",353,7.73371104815864,35
36197,1177BR,2019-01-01,2019-01-31,2746,"293,59",30,91.53333333333333,35
36198,1177BR,2019-01-02,2019-02-28,2390,"256,81",57,41.92982456140351,35
36199,1177BR,2019-01-03,2019-03-31,2511,"269,56",87,28.862068965517242,35
36200,1177BR,2019-01-04,2019-04-30,2329,"250,84",116,20.07758620689655,35
36201,1177BR,2019-01-05,2019-05-31,2417,"259,92",146,16.554794520547944,35
36202,1177BR,2019-01-06,2019-06-30,2447,"262,77",175,13.982857142857142,35
36203,1177BR,2019-01-07,2019-07-31,2480,"266,23",205,12.097560975609756,35
36204,1177BR,2019-01-08,2019-08-31,2506,"268,88",235,10.663829787234043,35
36205,1177BR,2019-01-09,2019-09-30,2333,"251,10",264,8.837121212121213,35
36206,1177BR,2019-01-10,2019-10-31,2419,"260,02",294,8.227891156462585,35
36207,1177BR,2019-01-11,2019-11-30,2386,"256,50",323,7.386996904024768,35
36208,1177BR,2019-01-12,2019-12-31,2316,"249,48",353,6.5609065155807365,35
36209,1177BR,2020-01-01,2020-01-31,2314,"296,64",30,77.13333333333334,35
36210,1177BR,2020-01-02,2020-02-29,2176,"279,40",58,37.51724137931034,35
36211,1177BR,2020-01-03,2020-03-31,2406,"304,61",88,27.34090909090909,35
36212,1177BR,2020-01-04,2020-04-30,2755,"346,04",117,23.54700854700855,35
36213,1177BR,2020-01-05,2020-05-31,2596,"324,52",147,17.65986394557823,35
36214,1177BR,2020-01-06,2020-06-30,2544,"318,19",176,14.454545454545455,35
36215,1177BR,2020-01-07,2020-07-31,2784,"347,39",206,13.514563106796116,35
36216,1177BR,2020-01-08,2020-08-31,2831,"353,11",236,11.995762711864407,35
36217,1177BR,2020-01-09,2020-09-30,2732,"341,07",265,10.309433962264151,35
36218,1177BR,2020-01-10,2020-10-31,2814,"351,05",295,9.538983050847458,35
36219,1177BR,2020-01-11,2020-11-30,2701,"337,29",324,8.33641975308642,35
36220,0458BB,2018-01-01,2018-01-31,717,"98,41",30,23.9,35
36221,0458BB,2018-01-02,2018-02-28,651,"90,08",57,11.421052631578947,35
36222,0458BB,2018-01-03,2018-03-31,717,"97,01",87,8.241379310344827,35
36223,0458BB,2018-01-04,2018-04-30,708,"96,03",116,6.103448275862069,35
36224,0458BB,2018-01-05,2018-05-31,765,"103,53",146,5.239726027397261,35
36225,0458BB,2018-01-06,2018-06-30,763,"103,23",175,4.36,35
36226,0458BB,2018-01-07,2018-07-31,783,"105,91",205,3.819512195121951,35
36227,0458BB,2018-01-08,2018-08-31,736,"99,90",235,3.1319148936170214,35
36228,0458BB,2018-01-09,2018-09-30,688,"94,07",264,2.606060606060606,35
36229,0458BB,2018-01-10,2018-10-31,701,"95,66",294,2.3843537414965987,35
36230,0458BB,2018-01-11,2018-11-30,1090,"144,77",323,3.374613003095975,35
36231,0458BB,2018-01-12,2018-12-31,1294,"170,39",353,3.6657223796033995,35
36232,0458BB,2019-01-01,2019-01-31,1292,"162,74",30,43.06666666666667,35
36233,0458BB,2019-01-02,2019-02-28,1174,"148,54",57,20.596491228070175,35
36234,0458BB,2019-01-03,2019-03-31,1303,"164,10",87,14.977011494252874,35
36235,0458BB,2019-01-04,2019-04-30,1272,"160,37",116,10.96551724137931,35
36236,0458BB,2019-01-05,2019-05-31,1317,"165,61",146,9.020547945205479,35
36237,0458BB,2019-01-06,2019-06-30,1315,"165,80",175,7.514285714285714,35
36238,0458BB,2019-01-07,2019-07-31,1353,"170,26",205,6.6,35
36239,0458BB,2019-01-08,2019-08-31,1347,"170,48",235,5.731914893617021,35
36240,0458BB,2019-01-09,2019-09-30,1256,"158,50",264,4.757575757575758,35
36241,0458BB,2019-01-10,2019-10-31,1293,"162,81",294,4.3979591836734695,35
36242,0458BB,2019-01-11,2019-11-30,1078,"137,06",323,3.3374613003095974,35
36243,0458BB,2019-01-12,2019-12-31,989,"126,44",353,2.801699716713881,35
36244,0458BB,2020-01-01,2020-01-31,986,"150,47",30,32.86666666666667,35
36245,0458BB,2020-01-02,2020-02-29,924,"141,63",58,15.931034482758621,35
36246,0458BB,2020-01-03,2020-03-31,1005,"153,40",88,11.420454545454545,35
36247,0458BB,2020-01-04,2020-04-30,985,"149,94",117,8.418803418803419,35
36248,0458BB,2020-01-05,2020-05-31,1024,"155,63",147,6.965986394557823,35
36249,0458BB,2020-01-06,2020-06-30,1002,"152,42",176,5.693181818181818,35
36250,0458BB,2020-01-07,2020-07-31,1042,"158,33",206,5.058252427184466,35
36251,0458BB,2020-01-08,2020-08-31,1058,"158,01",236,4.483050847457627,35
36252,0458BB,2020-01-09,2020-09-30,1001,"154,34",265,3.7773584905660376,35
36253,0458BB,2020-01-10,2020-10-31,1020,"155,44",295,3.457627118644068,35
36254,0458BB,2020-01-11,2020-11-30,987,"136,64",324,3.0462962962962963,35
36255,1070BR,2018-01-01,2018-12-31,13895,"1 769,81",364,38.17307692307692,2
36256,1070BR,2019-01-01,2019-12-31,13768,"1 727,86",364,37.824175824175825,2
36257,1176BR,2018-01-01,2018-01-31,2372,"259,30",30,79.06666666666666,35
36258,1176BR,2018-01-02,2018-02-28,2244,"245,48",57,39.36842105263158,35
36259,1176BR,2018-01-03,2018-03-31,2324,"254,25",87,26.71264367816092,35
36260,1176BR,2018-01-04,2018-04-30,2156,"236,64",116,18.586206896551722,35
36261,1176BR,2018-01-05,2018-05-31,2261,"247,65",146,15.486301369863014,35
36262,1176BR,2018-01-06,2018-06-30,2217,"242,88",175,12.668571428571429,35
36263,1176BR,2018-01-07,2018-07-31,2311,"252,91",205,11.273170731707317,35
36264,1176BR,2018-01-08,2018-08-31,2352,"257,16",235,10.008510638297873,35
36265,1176BR,2018-01-09,2018-09-30,2181,"240,90",264,8.261363636363637,35
36266,1176BR,2018-01-10,2018-10-31,2176,"240,47",294,7.401360544217687,35
36267,1176BR,2018-01-11,2018-11-30,2073,"229,51",323,6.41795665634675,35
36268,1176BR,2018-01-12,2018-12-31,2127,"232,24",353,6.025495750708215,35
36269,1176BR,2019-01-01,2019-01-31,2142,"226,14",30,71.4,35
36270,1176BR,2019-01-02,2019-02-28,1945,"206,07",57,34.12280701754386,35
36271,1176BR,2019-01-03,2019-03-31,2162,"228,15",87,24.850574712643677,35
36272,1176BR,2019-01-04,2019-04-30,2107,"222,59",116,18.163793103448278,35
36273,1176BR,2019-01-05,2019-05-31,2175,"229,52",146,14.897260273972602,35
36274,1176BR,2019-01-06,2019-06-30,2238,"235,96",175,12.788571428571428,35
36275,1176BR,2019-01-07,2019-07-31,2269,"239,14",205,11.06829268292683,35
36276,1176BR,2019-01-08,2019-08-31,2281,"240,36",235,9.706382978723404,35
36277,1176BR,2019-01-09,2019-09-30,2134,"225,37",264,8.083333333333334,35
36278,1176BR,2019-01-10,2019-10-31,2190,"231,10",294,7.448979591836735,35
36279,1176BR,2019-01-11,2019-11-30,2284,"240,58",323,7.071207430340557,35
36280,1176BR,2019-01-12,2019-12-31,2462,"258,68",353,6.974504249291785,35
36281,1176BR,2020-01-01,2020-01-31,2463,"309,20",30,82.1,35
36282,1176BR,2020-01-02,2020-02-29,2330,"292,93",58,40.172413793103445,35
36283,1176BR,2020-01-03,2020-03-31,2554,"318,74",88,29.022727272727273,35
36284,1176BR,2020-01-04,2020-04-30,2573,"321,06",117,21.99145299145299,35
36285,1176BR,2020-01-05,2020-05-31,2658,"331,40",147,18.081632653061224,35
36286,1176BR,2020-01-06,2020-06-30,2597,"323,98",176,14.755681818181818,35
36287,1176BR,2020-01-07,2020-07-31,2762,"344,06",206,13.407766990291263,35
36288,1176BR,2020-01-08,2020-08-31,2801,"348,80",236,11.86864406779661,35
36289,1176BR,2020-01-09,2020-09-30,2686,"334,81",265,10.135849056603774,35
36290,1176BR,2020-01-10,2020-10-31,2715,"338,34",295,9.203389830508474,35
36291,1176BR,2020-01-11,2020-11-30,2602,"324,59",324,8.030864197530864,35
36292,0379KO,2018-01-01,2018-01-31,1570,"197,56",30,52.333333333333336,35
36293,0379KO,2018-01-02,2018-02-28,1416,"179,01",57,24.842105263157894,35
36294,0379KO,2018-01-03,2018-03-31,1566,"197,08",87,18.0,35
36295,0379KO,2018-01-04,2018-04-30,1519,"191,42",116,13.094827586206897,35
36296,0379KO,2018-01-05,2018-05-31,1582,"199,01",146,10.835616438356164,35
36297,0379KO,2018-01-06,2018-06-30,1533,"193,10",175,8.76,35
36298,0379KO,2018-01-07,2018-07-31,1592,"200,32",205,7.765853658536585,35
36299,0379KO,2018-01-08,2018-08-31,1602,"201,53",235,6.817021276595745,35
36300,0379KO,2018-01-09,2018-09-30,1528,"193,81",264,5.787878787878788,35
36301,0379KO,2018-01-10,2018-10-31,1570,"198,91",294,5.340136054421769,35
36302,0379KO,2018-01-11,2018-11-30,1509,"191,50",323,4.671826625386997,35
36303,0379KO,2018-01-12,2018-12-31,1554,"196,96",353,4.402266288951841,35
36304,0379KO,2019-01-01,2019-01-31,1547,"215,21",30,51.56666666666667,35
36305,0379KO,2019-01-02,2019-02-28,1401,"195,70",57,24.57894736842105,35
36306,0379KO,2019-01-03,2019-03-31,1552,"215,88",87,17.839080459770116,35
36307,0379KO,2019-01-04,2019-04-30,1512,"210,54",116,13.03448275862069,35
